,Word,Translation,Part_of_Speech
4908,brave,corajoso,adjective
4909,lighting,iluminação,noun
4910,to specify,coordenar,verb
4911,contributor,contribuinte,noun
4912,to frustrate,especificar,verb
4913,to crowd,frustrar,verb
4914,to articulate,multidão,verb
4915,importantly,importante,adverb
4916,transit,transito,noun
4917,dense,denso,adjective
4918,seminar,seminário,noun
4919,electronics,eletrônicos,noun
4920,sunny,ensolarado,adjective
4921,shorts,calção,noun
4922,to swell,articular,verb
4923,accusation,acusação,noun
4924,to soften,inchar,verb
4925,to photograph,amaciar,verb
4926,to straighten,para fotografar,verb
4927,terribly,terrivelmente,adverb
4928,cue,deixa,noun
4929,sudden,de repente,adverb
4930,bride,noiva,noun
4931,biography,biografia,noun
4932,hazard,perigo,noun
4933,compelling,atraente,adjective
4934,seldom,raramente,adverb
4935,tile,telha,noun
4936,economically,economicamente,adverb
4937,honestly,honestamente,adverb
4938,troubled,perturbado,adjective
4939,to bow,endireitar,verb
4940,twentieth,vigésimo,number
4941,balanced,equilibrado,adjective
4942,foreigner,estrangeiro,noun
4943,launch,lançar,noun
4944,convenience,conveniência,noun
4945,delight,prazer,noun
4946,to weave,curvar-se,verb
4947,timber,madeira,noun
4948,till,até,conjunction
4949,accurately,com precisão,adverb
4950,plea,declarar,noun
4951,bulb,lâmpada,noun
4952,to copy,tecer,verb
4953,flying,vôo,adjective
4954,sustainable,sustentável,adjective
4955,devil,diabo,noun
4956,bolt,parafuso,noun
4957,cargo,carga,noun
4958,spine,coluna vertebral,noun
4959,seller,vendedor,noun
4960,skilled,especializado,adjective
4961,managing,gerenciando,adjective
4962,public,público,adverb
4963,marine,marinho,adjective
4964,dock,doca,noun
4965,organized,organizado,adjective
4966,fog,névoa,noun
4967,diplomat,diplomata,noun
4968,boring,entediante,adjective
4969,sometime,às vezes,adverb
4970,summary,resumo,noun
4971,missionary,missionário,noun
4972,epidemic,epidemia,noun
4973,fatal,fatal,adjective
4974,to trim,copiar,verb
4975,warehouse,armazém,noun
4976,to accelerate,aparar,verb
4977,butterfly,borboleta,noun
4978,bronze,bronze,noun
4979,to drown,acelerar,verb
4980,inherent,inerente,adjective
4981,praise,louvar,noun
4982,nationwide,nacional,adverb
4983,to spit,afogar,verb
4984,to harvest,cuspir,verb
4985,to kneel,colher,verb
4986,vacuum,vácuo,noun
4987,selected,selecionado,adjective
4988,to dictate,ajoelhar-se,verb
4989,stereotype,estereótipo,noun
4990,sensor,sensor,noun
4991,laundry,lavanderia,noun
4992,manual,manual,noun
4993,pistol,pistola,noun
4994,naval,naval,adjective
4995,plaintiff,demandante,noun
4996,to kid,ditar,verb
4997,middle-class,classe média,adjective
4998,apology,desculpa,noun
4999,till,até,preposition
5000,Word,Tradução,Part of speech
